sample_id,image_path,vehicle_id,view,device_id,source_batch,pair_id,width_actual,height_actual,aspect_ratio,r_mean,g_mean,b_mean,r_std,g_std,b_std,gray_mean,contrast,saturation,dark_ratio,bright_ratio,laplacian_variance,file_size_kb
front_cdba4ea9,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cdba4ea9-CR450AF_11_FrontSide_front.jpg,CR450AF_11_FrontSide,front,pipeline_1080,prepared_front,cdba4ea9,1142,1088,1.0496323529411764,227.75699237663542,228.61298627923148,230.9861448246111,64.58156510596206,62.972736605092564,57.6152467559497,228.62402293448028,62.73768886027425,7.67928266972288,0.00349860281240342,0.8143334063047285,65.11711047702018,66.9150390625
front_ce572f2e,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\ce572f2e-CR400BF_06_FrontSide_front.jpg,CR400BF_06_FrontSide,front,pipeline_1080,prepared_front,ce572f2e,1357,1088,1.2472426470588236,235.25785280029476,236.43435454506047,237.38576999978326,49.65616392178669,47.46622474856923,45.897731584760045,236.1913972755646,47.914496014608495,4.340849056092591,0.000413162685855477,0.8265509178984785,60.276765556814524,73.734375
front_ce7eae8d,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\ce7eae8d-CRH380AJ_front_side.015_front.jpeg,CRH380AJ_front_side.015,front,pipeline_1080,prepared_front,ce7eae8d,1127,1080,1.0435185185185185,207.29292533438496,210.35005011666502,218.03548999309868,74.41718750277279,69.77618934470712,60.665879375335145,210.30899553057938,69.78989042361543,21.716467843175916,0.0,0.686838213546288,40.73543330375629,98.5458984375
front_ced3a81c,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\ced3a81c-CRH2G_front_side.005_front.jpeg,CRH2G_front_side.005,front,pipeline_1080,prepared_front,ced3a81c,1030,1080,0.9537037037037037,228.62510427903632,219.07093221862638,220.88034789644013,48.70838879758091,56.71044175097109,55.28858729329578,222.1479656598346,53.785194395750594,14.097953074433656,0.0,0.647148507731032,39.069523552678895,88.9267578125
front_cf0b141b,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cf0b141b-CR300AF-0003_-_05_-_FrontSide_front.jpg,CR300AF-0003_-_05_-_FrontSide,front,pipeline_1080,prepared_front,cf0b141b,1275,1080,1.1805555555555556,228.3884480755265,229.44946187363834,230.44448583877997,56.97582702202656,56.44354530040326,55.360476624192145,229.24432534495278,56.36218117738237,7.022877995642702,0.0,0.823001452432825,42.234103122654695,79.1513671875
front_cf568667,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cf568667-CRH380AM_front_side.009_front.jpeg,CRH380AM_front_side.009,front,pipeline_1080,prepared_front,cf568667,1026,1080,0.95,198.5147687892571,203.6662822178904,206.28359685221284,78.427357523686,73.10876969416552,70.73568627907169,202.40885134647317,74.30921080068467,16.048713089307633,0.0037587538805862394,0.6162073135513682,16.43912533391091,80.0654296875
front_cf68234d,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cf68234d-CR450AF_32_FrontSide_front.jpg,CR450AF_32_FrontSide,front,pipeline_1080,prepared_front,cf68234d,1334,1088,1.2261029411764706,227.44637286136344,228.65709608431078,229.49230325094805,65.95561139204598,63.59725930833191,61.99495392665646,228.38589919194814,64.1084026620503,6.1780600967898405,0.002536185951142076,0.8361448871152659,26.789197096922877,72.1806640625
front_cf6a0fcc,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cf6a0fcc-CJ6_-_02_-_FrontSide_front.jpg,CJ6_-_02_-_FrontSide,front,pipeline_1080,prepared_front,cf6a0fcc,1282,1080,1.1870370370370371,230.7724800658693,229.55655153983938,229.18233518229619,53.64797317719198,56.04393060183499,57.03455142814122,229.87195860056624,55.367451996947906,4.788417258912578,0.0,0.8229935864101231,52.06885147590102,87.1962890625
front_cfe15c12,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cfe15c12-DDJ1_09_Front_Side_front.jpg,DDJ1_09_Front_Side,front,pipeline_1080,prepared_front,cfe15c12,1898,1080,1.7574074074074073,240.06464016703742,240.74056170237677,240.86663544471764,43.45960910936011,41.548945455601014,41.43359060413189,240.5503195371346,41.95974306983152,2.453291964250868,1.1708230886313078e-05,0.8862657573274012,27.122220956469384,100.857421875
front_cffc54b0,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\cffc54b0-CRH380CL_07-Side_Front_front.jpg,CRH380CL_07-Side_Front,front,pipeline_1080,prepared_front,cffc54b0,1198,1080,1.1092592592592592,219.4143456687071,210.80175369442898,211.81574151363384,70.81692596085703,85.50485347199401,83.60281833628976,213.49753988128361,80.51193024345203,22.209461757249738,0.0055679218450503925,0.7858583750695604,11.90789278427008,58.7099609375
